Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Chosen_Program,Applied_Institution,Application_Status,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits
STU1320,Male,20,Private,Belait,8790,Diploma,ICT,Politeknik Brunei,Accepted,U,E,B,B,U,D,U,C,E,B,C,A,,,,,,,,,6,0
STU1321,Female,16,International,Temburong,3290,Degree,Engineering,IBTE,Waiting List,B,C,B,B,U,C,B,A,U,C,E,B,,,,,,,,,9,0
STU1322,Female,16,International,Tutong,1999,Degree,Engineering,IBTE,Rejected,C,U,U,A,C,A,U,A,C,E,E,E,,U,,,,,,,6,0
STU1323,Male,19,International,Tutong,4651,Diploma,ICT,Politeknik Brunei,Rejected,A,B,D,C,E,E,C,D,C,U,B,D,,,,,,,,,6,0
STU1324,Male,17,International,Temburong,7579,Postgraduate,Engineering,IBTE,Waiting List,A,A,A,C,B,C,U,A,A,D,A,C,,,,,D,,C,,10,1
STU1325,Female,20,Private,Brunei-Muara,2128,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,A,U,C,A,A,D,C,U,A,E,E,,,,,,,,,6,0
STU1326,Female,20,Private,Belait,9816,Diploma,Engineering,IBTE,Rejected,E,A,C,A,C,B,B,B,U,A,E,B,,C,,,B,,,,9,2
STU1327,Male,19,Public,Belait,3758,Degree,Engineering,IBTE,Waiting List,B,A,C,C,B,C,C,B,U,A,A,D,E,B,,,,,,,10,1
STU1328,Male,20,Public,Tutong,4926,Diploma,ICT,Politeknik Brunei,Accepted,C,U,U,E,C,A,B,C,D,B,U,A,,,,,,,,,7,0
STU1329,Male,16,Public,Belait,7580,Masters Degree,ICT,Politeknik Brunei,Accepted,D,U,D,A,A,D,B,D,A,U,C,C,,,,,,,,,6,0
STU1330,Female,17,Private,Belait,7840,Postgraduate,Engineering,IBTE,Rejected,C,U,U,U,E,C,U,B,A,D,B,A,,,,,,,,,6,0
STU1331,Female,18,International,Belait,4522,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,E,C,E,E,B,U,U,A,D,B,B,,,,,,,,,6,0
STU1332,Female,19,Public,Tutong,5995,Postgraduate,ICT,Politeknik Brunei,Rejected,D,U,D,C,A,B,U,A,C,U,U,A,A,,,,,,,,6,1
STU1333,Male,19,Public,Temburong,4647,Degree,Business,Laksamana College of Business,Waiting List,U,U,B,D,E,D,U,A,A,U,A,A,,,,,,,,U,5,0
STU1334,Male,18,Private,Temburong,1089,Diploma,ICT,Politeknik Brunei,Rejected,C,E,D,C,C,A,E,U,D,C,B,B,,,,,,,,,7,0
STU1335,Male,17,Private,Tutong,4894,Masters Degree,ICT,Politeknik Brunei,Rejected,C,C,B,U,D,U,D,U,B,B,D,A,,,,,,,,,6,0
STU1336,Female,17,Private,Belait,3865,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,E,E,A,C,C,E,E,D,B,A,C,,,,,,,,,7,0
STU1337,Female,17,Private,Belait,9484,Degree,Engineering,IBTE,Rejected,E,C,E,E,D,E,U,B,C,C,B,D,,,,,,C,,B,5,2
STU1338,Male,19,Private,Tutong,3833,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,D,U,U,C,C,C,C,D,E,U,A,,,,,,,,,6,0
STU1339,Female,17,Private,Tutong,3715,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,E,E,U,A,C,U,B,E,B,E,D,,,,,,,,,4,0
STU1340,Male,20,Private,Brunei-Muara,6384,Postgraduate,ICT,Politeknik Brunei,Waiting List,E,U,E,E,A,U,U,C,B,E,B,E,,,,,,,B,,4,1
STU1341,Female,19,International,Brunei-Muara,9770,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,E,C,U,E,D,A,C,B,C,C,A,E,,,,,A,,,B,7,2
STU1342,Male,17,International,Brunei-Muara,1060,Postgraduate,Business,Laksamana College of Business,Accepted,B,B,U,A,E,U,B,C,A,A,E,B,,,,,,,,,8,0
STU1343,Female,17,Public,Brunei-Muara,9728,Degree,Engineering,IBTE,Rejected,B,D,A,D,A,B,A,A,U,B,C,C,,U,,,,C,,B,9,2
STU1344,Female,19,Public,Tutong,1215,Masters Degree,ICT,Politeknik Brunei,Rejected,C,D,A,C,U,D,C,U,E,C,C,E,,,C,,,E,,,6,1
STU1345,Female,16,Private,Brunei-Muara,1865,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,D,E,B,A,E,U,B,C,A,D,E,,U,A,,,U,,,5,1
STU1346,Female,19,International,Temburong,4946,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,A,U,C,D,C,D,E,A,A,U,C,,,,,,,,,7,0
STU1347,Female,16,International,Brunei-Muara,4629,Degree,Business,Laksamana College of Business,Rejected,C,A,U,E,E,B,U,D,U,C,B,C,,,,,,,,,6,0
STU1348,Male,18,Private,Temburong,1513,Degree,Business,Laksamana College of Business,Waiting List,B,B,E,B,D,B,C,D,B,A,E,C,,B,,,,,A,C,8,3
STU1349,Female,16,Public,Brunei-Muara,6932,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,A,A,U,E,B,E,B,C,A,E,E,,,,,,,,,7,0
STU1350,Male,16,Private,Temburong,1607,Diploma,Engineering,IBTE,Rejected,D,A,U,C,E,C,E,U,B,E,U,C,,,,D,C,,,,5,1
STU1351,Male,18,Private,Brunei-Muara,1284,Degree,Engineering,IBTE,Accepted,D,B,U,B,C,C,C,D,C,C,B,E,,,,,,,,,8,0
STU1352,Female,19,Public,Tutong,3902,Degree,ICT,Politeknik Brunei,Accepted,E,C,A,E,E,C,B,D,E,E,B,D,,,,B,,D,,,5,1
STU1353,Female,20,Public,Temburong,6792,Postgraduate,Business,Laksamana College of Business,Rejected,A,C,U,A,C,U,B,D,B,A,U,C,,,,,,,,,8,0
STU1354,Female,19,International,Brunei-Muara,4631,Degree,Business,Laksamana College of Business,Waiting List,C,U,D,D,C,U,B,E,U,B,E,E,,,,,,,A,D,4,1
STU1355,Female,16,Public,Tutong,6347,Postgraduate,ICT,Politeknik Brunei,Rejected,A,B,D,A,E,U,C,A,E,A,C,A,,,,,,A,D,,8,1
STU1356,Female,18,International,Tutong,2694,Masters Degree,ICT,Politeknik Brunei,Rejected,U,U,C,B,A,D,C,E,C,C,A,A,,,,,,,,,8,0
STU1357,Female,18,Private,Temburong,6750,Postgraduate,Business,Laksamana College of Business,Waiting List,D,E,B,B,U,C,B,U,C,B,B,B,,,,,,,,,8,0
STU1358,Male,17,Private,Temburong,7696,Diploma,Engineering,IBTE,Accepted,U,D,D,D,C,E,E,A,E,D,D,D,A,,,,,,,B,2,2
STU1359,Female,17,Public,Tutong,4155,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,D,B,E,E,E,B,A,E,A,A,D,,U,,,,D,,,6,0
STU1360,Female,16,International,Tutong,1196,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,U,U,B,C,A,C,A,D,B,U,A,,,,,,,,U,8,0
STU1361,Male,16,International,Tutong,5017,Diploma,ICT,Politeknik Brunei,Accepted,U,A,B,E,C,D,U,C,A,C,D,B,,,,,,,,,7,0
STU1362,Female,17,International,Belait,7018,Postgraduate,Engineering,IBTE,Waiting List,D,A,E,D,A,A,C,A,B,B,B,B,D,,D,B,,,,,9,1
STU1363,Male,19,Public,Belait,5596,Diploma,ICT,Politeknik Brunei,Accepted,E,D,A,C,B,E,B,D,B,D,U,B,,,D,,A,E,,,6,1
STU1364,Female,19,Public,Belait,6837,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,D,U,A,U,E,E,U,U,D,D,A,,U,,,,U,,,2,0
STU1365,Female,20,Public,Tutong,1343,Postgraduate,ICT,Politeknik Brunei,Waiting List,C,B,C,E,C,E,B,A,C,E,E,C,,,,,,,,,8,0
STU1366,Male,18,Public,Brunei-Muara,2180,Postgraduate,ICT,Politeknik Brunei,Waiting List,D,U,D,A,C,C,E,D,E,A,B,C,,,,,,,,,6,0
STU1367,Female,20,Private,Brunei-Muara,6351,Masters Degree,Engineering,IBTE,Accepted,A,A,U,D,U,E,C,A,E,A,C,B,,,,,U,,,,7,0
STU1368,Female,17,Private,Belait,9963,Postgraduate,ICT,Politeknik Brunei,Accepted,D,D,B,D,C,C,B,A,D,U,C,D,B,U,,U,,,,,6,1
STU1369,Female,18,Public,Brunei-Muara,1784,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,D,C,C,A,C,B,U,E,B,A,B,U,D,,,,,,,,8,0
STU1370,Female,18,International,Temburong,3588,Postgraduate,Engineering,IBTE,Waiting List,D,U,D,D,U,A,D,C,A,D,C,A,,,C,,,D,B,,5,2
STU1371,Female,17,Private,Tutong,5293,Degree,ICT,Politeknik Brunei,Rejected,E,C,E,A,D,U,D,C,B,E,B,U,,,,,,,,,5,0
STU1372,Female,18,Public,Tutong,5624,Masters Degree,Business,Laksamana College of Business,Accepted,D,A,D,A,C,C,C,C,C,B,B,A,,,,,,,,,10,0
STU1373,Male,19,International,Brunei-Muara,4834,Degree,Engineering,IBTE,Accepted,E,D,E,U,B,D,U,D,B,U,E,A,,,,,,,,,3,0
STU1374,Male,17,International,Temburong,3213,Masters Degree,ICT,Politeknik Brunei,Waiting List,E,D,D,E,D,B,A,B,A,B,B,E,,,,,,,,U,6,0
STU1375,Male,19,Public,Brunei-Muara,2010,Postgraduate,Business,Laksamana College of Business,Waiting List,E,U,B,B,B,U,C,C,U,B,D,U,,,,,,,,,6,0
STU1376,Male,18,Private,Brunei-Muara,4016,Postgraduate,Engineering,IBTE,Accepted,D,D,B,C,C,U,D,E,A,A,B,U,,,,,U,,,,6,0
STU1377,Female,19,Public,Brunei-Muara,8199,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,A,U,B,D,C,D,A,C,D,B,C,,,,,,,,,8,0
STU1378,Female,20,International,Brunei-Muara,5525,Masters Degree,Business,Laksamana College of Business,Accepted,U,E,A,E,A,A,A,C,A,B,A,A,C,,,,,,A,,9,2
STU1379,Male,18,Public,Temburong,6095,Diploma,Engineering,IBTE,Accepted,B,A,C,D,U,D,A,B,U,E,C,B,C,U,,,E,,,,7,1
STU1380,Male,16,International,Tutong,2726,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,D,A,D,D,D,U,D,E,U,D,U,D,C,,,D,,,,2,1
STU1381,Female,20,Public,Brunei-Muara,6970,Masters Degree,Business,Laksamana College of Business,Waiting List,D,U,E,E,B,A,D,E,U,C,E,B,,,,,,,,,4,0
STU1382,Female,16,Public,Temburong,4438,Masters Degree,Business,Laksamana College of Business,Rejected,U,B,C,B,C,E,B,E,C,E,A,A,,,,,,,A,,8,1
STU1383,Male,20,International,Belait,4519,Postgraduate,Business,Laksamana College of Business,Accepted,E,C,A,B,A,C,B,E,B,C,E,D,,,,,,,,,8,0
STU1384,Female,19,Private,Belait,9747,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,A,D,C,E,B,D,B,E,E,C,E,,,,,,,D,,5,0
STU1385,Female,16,International,Tutong,7783,Diploma,ICT,Politeknik Brunei,Waiting List,D,C,D,D,C,D,A,E,C,C,C,U,,,,,U,,,,6,0
STU1386,Male,18,International,Belait,1359,Postgraduate,ICT,Politeknik Brunei,Rejected,E,B,U,D,D,A,D,B,A,A,C,E,,,U,,,A,A,,6,2
STU1387,Female,19,International,Tutong,7937,Postgraduate,Business,Laksamana College of Business,Rejected,A,U,U,C,C,A,E,A,E,E,A,E,,,,,U,,,,6,0
STU1388,Male,19,International,Tutong,7860,Masters Degree,ICT,Politeknik Brunei,Rejected,E,A,A,U,D,D,D,E,A,A,E,D,,,,,,A,,,4,1
STU1389,Male,17,Public,Tutong,2201,Degree,Business,Laksamana College of Business,Rejected,E,E,B,C,A,C,U,B,E,U,E,B,,,,,,,,,6,0
STU1390,Male,18,Private,Brunei-Muara,8044,Postgraduate,Business,Laksamana College of Business,Rejected,D,A,A,U,U,D,E,C,D,D,C,E,,,,,,,,,4,0
STU1391,Female,20,Private,Temburong,5483,Diploma,ICT,Politeknik Brunei,Waiting List,E,B,A,B,C,C,C,A,E,D,C,A,,,,,,D,,,9,0
STU1392,Female,19,Public,Temburong,5224,Postgraduate,Business,Laksamana College of Business,Rejected,B,D,B,B,C,U,D,U,E,A,C,E,,,,,,,,,6,0
STU1393,Male,18,Public,Belait,7698,Diploma,Business,Laksamana College of Business,Accepted,E,C,A,A,C,B,E,A,E,D,C,E,,,,,,,,,7,0
STU1394,Male,19,Public,Brunei-Muara,2224,Postgraduate,ICT,Politeknik Brunei,Rejected,B,A,E,B,D,U,U,A,D,E,E,D,C,,,,,,,U,4,1
STU1395,Male,17,Public,Brunei-Muara,1032,Diploma,ICT,Politeknik Brunei,Accepted,D,B,U,B,B,U,D,U,A,E,B,D,A,,,,,,,,5,1
STU1396,Female,20,International,Temburong,4256,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,C,C,B,A,E,A,C,C,U,B,A,,,,,,,,,10,0
STU1397,Female,17,Private,Belait,8672,Degree,Engineering,IBTE,Waiting List,U,B,E,D,B,A,B,A,U,C,E,U,,,,,,,,,6,0
STU1398,Female,17,Private,Tutong,2377,Postgraduate,Engineering,IBTE,Waiting List,B,C,E,A,A,A,E,E,D,D,E,B,C,B,,,,,,,6,2
STU1399,Female,17,Private,Belait,1952,Degree,Engineering,IBTE,Waiting List,B,D,D,U,B,E,E,E,B,C,D,B,,,,E,U,D,,,5,0
STU1400,Male,17,Public,Belait,4353,Degree,ICT,Politeknik Brunei,Waiting List,C,U,A,C,C,A,A,A,B,E,B,D,,,,,,,,,9,0
STU1401,Female,20,Public,Temburong,4685,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,U,D,D,U,E,C,E,U,U,A,C,E,,E,,,,,,E,3,0
STU1402,Female,18,Private,Temburong,8563,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,E,A,D,C,B,U,A,U,A,B,U,,,,,,,,,7,0
STU1403,Female,17,Public,Temburong,4091,Postgraduate,Business,Laksamana College of Business,Waiting List,A,A,E,B,C,C,A,B,C,E,A,D,,,,,B,,,,9,1
STU1404,Male,19,International,Temburong,7400,Postgraduate,ICT,Politeknik Brunei,Accepted,B,B,C,A,A,C,E,A,A,E,B,B,,,,,,,D,C,10,1
STU1405,Female,20,Public,Tutong,8037,Masters Degree,Engineering,IBTE,Waiting List,B,C,D,D,D,C,E,A,B,C,A,U,,,B,,E,,,,7,1
STU1406,Male,20,Public,Temburong,3667,Masters Degree,ICT,Politeknik Brunei,Rejected,C,A,C,E,U,D,U,C,A,A,U,U,,,,,,,,,6,0
STU1407,Female,16,Public,Temburong,1588,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,U,U,U,B,A,B,E,U,E,B,A,U,,,,,B,,D,6,1
STU1408,Male,19,International,Tutong,7961,Degree,Business,Laksamana College of Business,Rejected,B,A,U,C,E,U,A,E,C,B,C,E,,,,,,,,,7,0
STU1409,Female,16,International,Tutong,5652,Diploma,Business,Laksamana College of Business,Accepted,U,C,D,U,C,C,B,B,B,A,B,C,,,,,,,,,9,0
STU1410,Male,20,Public,Belait,8302,Masters Degree,Engineering,IBTE,Waiting List,B,E,A,E,C,A,A,E,D,B,A,C,,,,,,,,,8,0
STU1411,Male,18,Public,Brunei-Muara,7906,Degree,ICT,Politeknik Brunei,Waiting List,B,D,E,C,E,E,C,E,B,B,A,E,,,,,,,,,6,0
STU1412,Female,17,Private,Brunei-Muara,7345,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,D,D,B,A,B,B,E,D,C,E,D,,,,,,,,,6,0
STU1413,Female,16,Public,Temburong,5081,Degree,Engineering,IBTE,Waiting List,A,C,A,A,A,U,A,D,A,B,C,E,C,,,,,B,,,9,2
STU1414,Male,17,Private,Temburong,1540,Diploma,Engineering,IBTE,Accepted,U,D,A,U,A,C,D,B,E,D,D,A,,,,,,,,,5,0
STU1415,Male,20,International,Brunei-Muara,1672,Degree,ICT,Politeknik Brunei,Rejected,A,D,U,B,D,U,C,C,A,B,U,A,,,,,,,,,7,0
STU1416,Female,17,Private,Belait,7374,Degree,Engineering,IBTE,Rejected,B,E,C,B,U,U,A,A,A,E,U,E,,,,,,,,,6,0
STU1417,Female,18,International,Belait,8298,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,D,E,E,C,U,D,A,U,D,E,D,,,,,,,,,3,0
STU1418,Male,17,Public,Brunei-Muara,1330,Postgraduate,Engineering,IBTE,Rejected,E,B,A,B,U,C,U,C,B,U,B,U,,,,,,,,,7,0
STU1419,Male,16,International,Temburong,4220,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,A,B,D,E,B,D,D,U,C,C,C,E,,,,B,,U,,7,1
STU1420,Female,17,International,Brunei-Muara,8159,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,D,D,E,A,C,D,E,A,E,C,A,E,,,,,,,,,5,0
STU1421,Male,16,Public,Belait,5369,Postgraduate,Engineering,IBTE,Rejected,C,B,D,B,U,C,U,U,D,A,B,D,,,,C,,,A,,6,2
STU1422,Male,19,Public,Brunei-Muara,8185,Degree,Business,Laksamana College of Business,Waiting List,B,B,E,B,B,E,U,D,E,B,C,B,,,,,C,,,,7,1
STU1423,Male,16,Private,Temburong,8548,Diploma,Business,Laksamana College of Business,Rejected,U,E,B,A,D,C,C,D,A,B,U,A,,,,,,,,,7,0
STU1424,Female,18,Private,Brunei-Muara,6718,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,B,U,D,A,A,A,B,E,B,C,E,,,,,,,,,7,0
STU1425,Male,17,Private,Temburong,4792,Diploma,Business,Laksamana College of Business,Accepted,D,B,U,A,A,E,U,A,C,U,U,D,,,,,,,,,5,0
STU1426,Female,19,Public,Temburong,8043,Masters Degree,Engineering,IBTE,Rejected,A,U,U,B,B,B,D,A,C,C,B,C,,,,,,,,,9,0
STU1427,Female,17,International,Temburong,9970,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,C,C,B,E,A,B,E,E,E,U,D,,,,,,,,,5,0
STU1428,Female,19,International,Tutong,1706,Diploma,Business,Laksamana College of Business,Rejected,E,E,C,C,C,C,C,C,B,U,U,D,,,,,,E,,,7,0
STU1429,Female,17,Private,Temburong,8477,Postgraduate,Engineering,IBTE,Accepted,E,U,A,A,E,C,C,U,A,A,U,U,,B,,,,,,,6,1
STU1430,Male,19,Public,Temburong,4507,Masters Degree,Engineering,IBTE,Rejected,E,U,A,A,D,E,B,C,C,E,E,E,B,,A,,,,,A,5,3
STU1431,Male,16,International,Tutong,1588,Postgraduate,ICT,Politeknik Brunei,Accepted,D,E,D,A,A,E,D,B,C,E,D,E,B,,,A,,,,,4,2
STU1432,Male,16,International,Brunei-Muara,3987,Diploma,ICT,Politeknik Brunei,Waiting List,E,D,A,B,B,E,A,A,E,A,B,E,,,,,,,,,7,0
STU1433,Male,17,Private,Belait,2482,Diploma,Engineering,IBTE,Rejected,U,E,E,E,U,D,B,U,D,C,D,C,,C,A,,,,,U,3,2
STU1434,Male,20,Private,Temburong,2167,Diploma,Business,Laksamana College of Business,Rejected,C,E,C,B,B,U,D,D,E,B,D,B,,U,,,,,,,6,0
STU1435,Male,19,International,Belait,9098,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,E,D,D,B,A,C,A,B,D,B,E,,,,,,,,,6,0
STU1436,Female,18,Public,Tutong,5310,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,D,C,A,C,E,U,A,U,D,B,C,,,,,,,,,6,0
STU1437,Male,20,Public,Belait,2742,Postgraduate,Business,Laksamana College of Business,Rejected,B,A,D,E,E,E,A,U,D,B,E,E,,,,,,,,,4,0
STU1438,Male,17,Public,Temburong,3705,Diploma,Engineering,IBTE,Rejected,E,U,D,D,U,B,D,A,E,E,A,E,B,,C,,,D,,,3,2
STU1439,Male,20,Public,Temburong,8434,Diploma,Engineering,IBTE,Rejected,U,E,B,U,B,E,B,U,B,U,D,C,,D,,,,C,,E,5,1
STU1440,Male,20,International,Temburong,4810,Masters Degree,Engineering,IBTE,Waiting List,A,C,C,E,E,C,D,A,C,U,D,E,,,,,,,,U,6,0
STU1441,Male,18,Public,Belait,9921,Degree,Engineering,IBTE,Accepted,E,A,D,U,C,A,D,D,D,A,E,B,,,,E,,,,A,5,1
STU1442,Male,17,Public,Brunei-Muara,4937,Masters Degree,Engineering,IBTE,Accepted,U,E,B,C,B,A,A,C,A,B,B,C,,,,,,,,,10,0
STU1443,Female,20,Private,Temburong,2293,Degree,Business,Laksamana College of Business,Rejected,U,B,U,D,D,E,C,D,D,E,U,B,E,,,,,E,,E,3,0
STU1444,Male,17,Private,Tutong,5411,Postgraduate,ICT,Politeknik Brunei,Accepted,E,E,D,A,U,E,B,A,D,B,E,D,,,,,,,,,4,0
STU1445,Male,18,International,Tutong,2739,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,D,D,D,B,A,B,U,A,A,E,B,,,,,,,,,7,0
STU1446,Male,18,Public,Brunei-Muara,3949,Degree,ICT,Politeknik Brunei,Rejected,D,U,E,U,C,A,D,D,A,A,B,D,,,,,,,,,5,0
STU1447,Female,17,Public,Brunei-Muara,9351,Postgraduate,Business,Laksamana College of Business,Accepted,E,D,U,B,D,B,C,A,C,A,B,E,,,,,,,,,7,0
STU1448,Male,16,Private,Brunei-Muara,6172,Masters Degree,Business,Laksamana College of Business,Accepted,C,A,C,A,U,U,A,E,U,B,E,B,,,,,,,,,7,0
STU1449,Male,19,Public,Belait,4699,Degree,Engineering,IBTE,Rejected,U,U,D,A,U,D,C,D,E,B,E,D,,,,,,,,,3,0
STU1450,Male,19,Private,Brunei-Muara,7490,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,A,D,D,E,D,C,C,A,A,U,E,,,,,,,,,5,0
STU1451,Male,20,Private,Temburong,8967,Diploma,ICT,Politeknik Brunei,Waiting List,E,C,C,A,D,D,D,B,U,D,E,C,C,,,,,A,B,,5,3
STU1452,Male,18,Public,Brunei-Muara,9232,Degree,Business,Laksamana College of Business,Rejected,E,E,C,B,D,D,B,U,A,C,D,E,,,,,,,U,,5,0
STU1453,Female,17,Public,Tutong,5889,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,E,E,B,B,A,U,U,E,C,C,D,,,,,,,,,6,0
STU1454,Female,20,Public,Belait,4033,Postgraduate,Business,Laksamana College of Business,Rejected,E,C,U,B,A,B,C,B,A,U,U,B,,,,,,,,,8,0
STU1455,Female,16,International,Tutong,3411,Masters Degree,ICT,Politeknik Brunei,Rejected,A,A,D,A,U,E,B,B,U,B,C,D,,,,,,,,,7,0
STU1456,Male,18,International,Belait,2722,Degree,Business,Laksamana College of Business,Accepted,U,D,D,B,D,C,C,C,U,D,E,U,,,,,,,,,4,0
STU1457,Female,20,Private,Belait,9912,Postgraduate,Engineering,IBTE,Rejected,E,D,A,B,A,A,A,A,D,U,D,U,,,,,,,,,6,0
STU1458,Male,18,Public,Tutong,3944,Masters Degree,Business,Laksamana College of Business,Waiting List,U,D,C,A,D,U,U,D,B,U,C,A,,,,,,,,,5,0
STU1459,Female,18,International,Brunei-Muara,1698,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,C,C,C,A,A,C,B,U,E,C,D,,,,,,,,,8,0
STU1460,Female,16,Private,Brunei-Muara,8746,Masters Degree,ICT,Politeknik Brunei,Rejected,B,E,U,E,D,A,U,A,C,A,C,U,,,,,,,A,,6,1
STU1461,Female,18,Private,Belait,1093,Degree,Business,Laksamana College of Business,Accepted,U,A,C,E,D,D,B,U,C,E,B,D,,,,,,,,,5,0
STU1462,Male,20,International,Belait,4410,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,B,C,E,D,E,D,B,U,D,D,E,,,B,,C,,B,,3,3
STU1463,Male,20,International,Tutong,8571,Diploma,Business,Laksamana College of Business,Rejected,E,E,U,B,B,B,D,A,U,D,B,D,,C,,,U,,,D,5,1
STU1464,Male,18,Public,Temburong,9095,Diploma,ICT,Politeknik Brunei,Waiting List,D,C,A,D,C,A,B,E,U,D,D,E,,,,,,U,U,,5,0
STU1465,Female,18,Private,Temburong,3903,Diploma,Business,Laksamana College of Business,Rejected,U,B,U,B,E,D,E,U,E,C,A,C,,,,,,,,,5,0
STU1466,Female,18,International,Temburong,9227,Postgraduate,Engineering,IBTE,Waiting List,D,C,C,C,E,E,E,A,A,C,B,C,,,,,,,,,8,0
STU1467,Male,18,Private,Belait,5291,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,B,B,B,C,A,E,C,A,U,E,E,,A,,,,A,,,7,2
STU1468,Male,16,International,Belait,9025,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,U,B,B,C,B,B,U,D,U,E,B,B,,,,,,,,6,1
STU1469,Female,20,Public,Belait,8415,Postgraduate,ICT,Politeknik Brunei,Rejected,A,C,U,E,E,D,U,E,E,D,E,U,,,,,,,,,2,0
STU1470,Female,17,Public,Brunei-Muara,4210,Postgraduate,ICT,Politeknik Brunei,Waiting List,E,U,D,B,D,B,D,B,U,B,U,B,,,,,,,,,5,0
STU1471,Male,16,Private,Brunei-Muara,6493,Masters Degree,Business,Laksamana College of Business,Rejected,B,B,D,D,B,U,C,D,D,B,E,C,,,D,,,,,,6,0
STU1472,Male,17,International,Tutong,2178,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,E,D,A,A,A,E,A,C,U,E,E,D,E,,,,,,E,,5,0
STU1473,Male,17,International,Temburong,7091,Diploma,Business,Laksamana College of Business,Accepted,B,D,A,A,B,D,U,U,C,A,B,D,,,,,,,,,7,0
STU1474,Male,17,International,Temburong,6503,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,B,B,E,D,U,B,U,A,E,B,E,,,,,,,,,6,0
STU1475,Female,19,Private,Brunei-Muara,4244,Postgraduate,ICT,Politeknik Brunei,Rejected,A,B,E,E,B,U,D,B,A,D,E,C,,,,,,,,,6,0
STU1476,Male,16,Public,Brunei-Muara,1391,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,B,U,B,D,B,B,B,A,C,D,E,,,,,,,,,7,0
STU1477,Male,20,Private,Belait,3977,Postgraduate,Engineering,IBTE,Rejected,B,U,E,U,D,E,U,C,A,B,B,U,U,,E,,,,,,5,0
STU1478,Female,19,Private,Temburong,9070,Masters Degree,ICT,Politeknik Brunei,Rejected,A,C,A,A,C,E,B,A,E,B,E,U,,,,A,,,B,,8,2
STU1479,Male,19,Public,Temburong,8714,Postgraduate,Engineering,IBTE,Rejected,D,B,D,D,A,C,D,C,U,A,A,A,,,A,,E,,,A,7,2
STU1480,Male,19,Public,Belait,4493,Postgraduate,Engineering,IBTE,Accepted,B,C,B,U,C,A,U,U,E,U,D,C,,,C,,B,,,,6,2
