Student_ID,Age,Gender,School_Type,District,O_Level_Results,A_Level_Results,O_Level_Credits,A_Level_Credits,Preferred_Program,Preferred_Institution,Enrolled,Program,Success_Level,Previous_Achievements,Extra_Curricular,Interest_Areas,Recommended_Program,Household_Income,Parental_Education,Attendance,Study_Hours
STU1337,17,Female,Public,Temburong,3.01,6.98,4,3,Engineering,Micronet International College,0,Education,Medium,None,1,Arts,Health Sciences,2130,Diploma,90.97,10
STU1338,19,Male,Public,Belait,5.99,7.66,4,1,IT,Micronet International College,1,Health Sciences,Low,Sports,1,Business,IT,4774,Masters,86.96,13
STU1339,17,Female,Private,Tutong,7.88,3.05,9,2,Health Sciences,Universiti Brunei Darussalam,0,Engineering,Low,Debate,0,Technology,IT,1548,High School,79.68,11
STU1340,20,Male,Public,Tutong,7.1,3.93,9,2,Engineering,Micronet International College,0,Health Sciences,Medium,Debate,0,Business,Business,1150,Masters,96.26,8
STU1341,17,Male,Public,Brunei-Muara,6.51,8.08,9,1,Health Sciences,Universiti Brunei Darussalam,0,Health Sciences,High,Sports,0,Business,Education,3569,Masters,91.65,11
STU1342,18,Male,Public,Temburong,5.71,7.05,4,4,Education,International Graduate Studies College,1,IT,Medium,None,1,Technology,Business,1295,Masters,83.13,13
STU1343,17,Male,Private,Brunei-Muara,8.65,4.75,9,3,Education,Politeknik Brunei,0,Health Sciences,Medium,Sports,1,Technology,Business,3680,Degree,80.54,12
STU1344,20,Female,Public,Belait,4.36,6.65,8,2,IT,Micronet International College,0,Business,Low,None,0,Business,Health Sciences,4261,High School,91.64,11
STU1345,21,Female,Public,Belait,8.84,8.67,9,1,Engineering,Micronet International College,0,Engineering,High,Science Fair,0,Science,IT,2561,Diploma,95.94,18
STU1346,18,Female,Public,Belait,5.94,6.75,6,1,Engineering,Politeknik Brunei,0,IT,Medium,Arts,0,Humanities,Education,1577,Diploma,96.7,7
STU1347,18,Male,Private,Brunei-Muara,8.44,6.98,9,1,Business,Universiti Brunei Darussalam,0,Business,High,Sports,0,Business,Health Sciences,2942,Degree,76.37,11
STU1348,19,Female,Public,Brunei-Muara,7.21,4.87,4,1,Engineering,Universiti Brunei Darussalam,0,Business,Medium,None,0,Science,Engineering,2554,High School,83.23,13
STU1349,18,Female,Private,Brunei-Muara,2.67,6.99,9,1,Engineering,International Graduate Studies College,0,Education,High,Science Fair,0,Arts,Engineering,1843,Masters,90.44,6
STU1350,21,Female,Private,Brunei-Muara,7.64,3.74,7,2,Education,International Graduate Studies College,1,Education,High,Science Fair,0,Technology,Business,1422,High School,79.6,9
STU1351,20,Male,Private,Brunei-Muara,7.01,7.36,7,2,Engineering,Politeknik Brunei,1,Education,High,Science Fair,0,Business,Health Sciences,2193,High School,97.91,15
STU1352,18,Female,Private,Temburong,6.78,7.23,8,4,Engineering,Micronet International College,0,Business,Low,Science Fair,1,Humanities,Education,2071,Diploma,80.57,17
STU1353,17,Male,Public,Brunei-Muara,2.23,8.8,8,3,Business,Politeknik Brunei,1,Health Sciences,Low,None,1,Business,Business,4220,Diploma,90.36,14
STU1354,18,Female,Public,Brunei-Muara,6.64,4.17,9,2,Health Sciences,Universiti Brunei Darussalam,1,Health Sciences,Medium,Sports,0,Science,Business,3234,Masters,79.99,17
STU1355,21,Male,Private,Temburong,2.13,4.47,4,2,Engineering,Universiti Brunei Darussalam,1,Engineering,Low,Sports,1,Business,Business,1538,Masters,92.21,7
STU1356,19,Male,Public,Temburong,2.65,3.53,5,2,Education,Universiti Brunei Darussalam,0,IT,Medium,None,0,Business,Engineering,2908,Masters,96.87,13
STU1357,17,Female,Public,Belait,3.22,3.78,9,3,Business,Universiti Brunei Darussalam,0,Business,Medium,Science Fair,0,Humanities,Health Sciences,2947,High School,81.94,19
STU1358,18,Male,Private,Tutong,6.89,4.27,6,3,IT,International Graduate Studies College,0,Engineering,Medium,None,1,Arts,Engineering,4084,Degree,95.68,12
STU1359,19,Female,Private,Temburong,7.61,7.81,6,1,Business,International Graduate Studies College,1,Business,Medium,Arts,0,Technology,Education,2564,High School,90.44,16
STU1360,21,Female,Private,Tutong,6.95,3.09,8,2,Education,Politeknik Brunei,1,Education,Low,Sports,0,Arts,Business,3402,High School,76.79,7
STU1361,20,Male,Private,Tutong,7.7,3.69,6,3,Engineering,International Graduate Studies College,0,Education,Medium,Debate,0,Arts,IT,4335,High School,80.79,9
STU1362,18,Male,Public,Tutong,4.8,7.03,7,4,Business,Micronet International College,1,Engineering,Medium,Science Fair,0,Humanities,Engineering,3453,Masters,86.88,9
STU1363,19,Female,Private,Belait,6.62,2.63,8,2,Education,Politeknik Brunei,1,Education,Medium,Arts,1,Technology,Business,4166,Degree,90.18,10
STU1364,17,Male,Public,Belait,8.22,2.7,4,3,IT,Micronet International College,1,Business,Medium,Arts,1,Humanities,Business,1986,Masters,82.26,12
STU1365,19,Female,Public,Tutong,8.12,8.35,8,3,Engineering,Universiti Brunei Darussalam,1,IT,Medium,Sports,0,Technology,IT,3711,High School,77.64,15
STU1366,18,Female,Public,Brunei-Muara,3.71,5.46,9,4,Business,Universiti Brunei Darussalam,1,Education,High,Science Fair,1,Technology,Engineering,4024,High School,82.16,16
STU1367,19,Male,Public,Brunei-Muara,8.12,3.36,6,3,Business,Micronet International College,0,Health Sciences,Medium,Arts,1,Arts,Health Sciences,3877,Degree,76.67,5
STU1368,17,Female,Private,Temburong,2.14,8.85,7,3,Engineering,International Graduate Studies College,0,IT,Medium,Sports,1,Arts,Business,3212,Degree,99.72,7
STU1369,20,Female,Public,Brunei-Muara,6.32,3.69,4,4,Education,International Graduate Studies College,0,Education,Low,Science Fair,0,Technology,Health Sciences,1226,High School,87.59,11
STU1370,19,Female,Private,Tutong,8.36,8.17,8,4,IT,International Graduate Studies College,1,Engineering,High,Science Fair,0,Humanities,Business,4122,Degree,92.43,10
STU1371,17,Male,Public,Temburong,8.09,7.03,4,4,Health Sciences,Micronet International College,0,Health Sciences,Low,Sports,1,Business,Engineering,1378,Diploma,85.55,14
STU1372,18,Female,Public,Brunei-Muara,7.12,4.69,5,4,Engineering,International Graduate Studies College,0,IT,Medium,Arts,0,Science,Education,1122,Masters,89.69,11
STU1373,21,Male,Private,Tutong,4.71,7.4,4,2,Health Sciences,International Graduate Studies College,0,IT,Medium,None,1,Arts,Business,2852,High School,92.58,7
STU1374,21,Female,Public,Brunei-Muara,8.27,3.19,4,4,Education,Micronet International College,0,Education,High,Sports,1,Humanities,IT,4579,Masters,76.09,5
STU1375,18,Male,Public,Belait,5.81,2.94,4,3,IT,Universiti Brunei Darussalam,1,IT,Medium,None,0,Business,Business,3223,Diploma,75.49,19
STU1376,17,Male,Public,Belait,7.79,2.14,4,3,Education,Micronet International College,1,Business,Low,Science Fair,0,Business,Education,4949,Masters,87.82,10
STU1377,21,Male,Public,Tutong,6.49,3.44,4,2,Health Sciences,International Graduate Studies College,1,Education,Low,Sports,0,Technology,IT,4836,Diploma,86.34,13
STU1378,21,Male,Public,Brunei-Muara,7.78,4.93,8,3,Education,International Graduate Studies College,0,Engineering,Low,Sports,1,Business,Engineering,3729,High School,92.52,5
STU1379,19,Female,Public,Temburong,8.82,4.75,5,2,Business,Micronet International College,1,Health Sciences,Medium,Debate,1,Arts,Business,4543,Degree,79.29,9
STU1380,19,Female,Private,Tutong,5.61,8.16,5,2,Education,Politeknik Brunei,0,IT,High,Science Fair,1,Science,Education,2407,Masters,75.01,9
STU1381,19,Male,Public,Brunei-Muara,5.61,7.11,6,2,Business,International Graduate Studies College,1,Business,High,Arts,0,Science,Education,3107,High School,96.76,8
STU1382,20,Female,Public,Brunei-Muara,5.25,3.85,8,1,Engineering,Micronet International College,0,Education,Medium,None,1,Arts,Education,1970,Masters,79.44,16
STU1383,18,Male,Public,Belait,8.17,4.7,8,1,Engineering,International Graduate Studies College,1,Education,High,Arts,1,Arts,Education,2049,Masters,99.19,14
STU1384,17,Female,Public,Belait,7.41,8.41,5,2,IT,Universiti Brunei Darussalam,0,Business,Low,None,0,Arts,Health Sciences,4681,High School,93.89,10
STU1385,20,Female,Public,Belait,6.92,5.94,4,1,IT,International Graduate Studies College,1,Education,Low,Sports,1,Business,Education,1619,Masters,79.32,5
STU1386,19,Female,Public,Belait,5.38,5.48,8,1,Business,International Graduate Studies College,1,Business,High,Debate,0,Arts,Health Sciences,4449,Degree,77.1,17
STU1387,17,Male,Public,Brunei-Muara,4.61,7.61,9,2,Business,Universiti Brunei Darussalam,0,IT,Low,Science Fair,1,Arts,Business,3115,Masters,99.04,10
STU1388,19,Male,Public,Tutong,7.73,3.35,8,4,Business,Universiti Brunei Darussalam,0,Engineering,Medium,Arts,1,Business,IT,1679,Masters,81.88,13
STU1389,21,Male,Public,Tutong,3.13,2.62,8,1,Health Sciences,Universiti Brunei Darussalam,0,Health Sciences,Medium,Sports,1,Business,Education,4132,Masters,85.23,12
STU1390,17,Female,Public,Temburong,7.58,3.63,8,4,Education,Politeknik Brunei,1,Health Sciences,High,Science Fair,0,Technology,Education,3795,Diploma,94.01,9
STU1391,21,Male,Private,Belait,3.83,4.95,9,2,Business,Politeknik Brunei,0,Engineering,Medium,Debate,1,Technology,Health Sciences,2145,Diploma,97.75,8
STU1392,18,Female,Private,Tutong,7.4,8.47,4,4,Business,Politeknik Brunei,1,Business,Low,None,1,Business,Engineering,2275,Degree,86.47,19
STU1393,19,Male,Public,Brunei-Muara,4.61,7.28,4,2,Business,Micronet International College,0,Health Sciences,Medium,None,0,Humanities,Education,3752,Degree,76.08,18
STU1394,17,Male,Private,Temburong,4.3,3.63,9,1,Business,Universiti Brunei Darussalam,0,Engineering,Low,Debate,1,Technology,Education,2484,Degree,95.47,18
STU1395,21,Female,Private,Brunei-Muara,6.72,4.15,4,4,Education,Micronet International College,0,Engineering,Medium,Science Fair,0,Business,Health Sciences,2120,High School,98.83,8
STU1396,19,Male,Private,Tutong,3.04,7.74,5,4,Health Sciences,International Graduate Studies College,0,Engineering,Low,Arts,1,Technology,Engineering,3905,Masters,93.52,19
STU1397,21,Male,Public,Temburong,2.61,2.28,9,4,Health Sciences,Universiti Brunei Darussalam,1,Business,High,Sports,1,Science,IT,3040,Masters,93.95,13
STU1398,17,Female,Public,Tutong,7.36,6.07,6,1,Business,Politeknik Brunei,1,Engineering,Low,Arts,1,Humanities,Health Sciences,2270,Masters,75.05,16
STU1399,17,Male,Public,Brunei-Muara,7.88,8.84,9,1,Health Sciences,Universiti Brunei Darussalam,0,Health Sciences,Medium,Science Fair,0,Arts,Engineering,2940,High School,87.28,6
STU1400,19,Male,Public,Belait,4.28,4.61,6,2,Education,Politeknik Brunei,1,IT,Medium,Sports,1,Arts,Engineering,1560,Masters,95.12,19
STU1401,19,Male,Private,Temburong,7.8,7.93,8,2,IT,Politeknik Brunei,1,Business,Low,Debate,1,Arts,Health Sciences,3766,Diploma,90.52,18
STU1402,21,Male,Public,Belait,3.74,2.49,9,3,Health Sciences,Universiti Brunei Darussalam,0,Education,Medium,Science Fair,0,Arts,Engineering,1824,Diploma,79.72,19
STU1403,19,Male,Public,Tutong,4.12,5.4,8,1,Health Sciences,International Graduate Studies College,1,IT,High,None,1,Science,IT,1139,Diploma,88.03,19
STU1404,21,Female,Public,Belait,7.96,8.16,5,4,Education,International Graduate Studies College,0,Business,Medium,Arts,1,Arts,IT,1160,Masters,97.62,17
STU1405,20,Male,Public,Tutong,2.46,3.02,9,1,Engineering,Politeknik Brunei,0,Health Sciences,Low,None,0,Arts,Health Sciences,4287,Degree,81.23,6
STU1406,21,Female,Public,Tutong,7.65,3,5,1,Education,Micronet International College,0,Health Sciences,Low,Sports,1,Technology,Education,3852,Diploma,75.98,6
STU1407,19,Male,Public,Tutong,7.43,8.96,5,3,Education,Politeknik Brunei,1,Engineering,High,Sports,0,Business,Engineering,2731,Diploma,98.05,14
STU1408,19,Male,Private,Temburong,7.38,6.13,5,1,IT,Universiti Brunei Darussalam,0,Engineering,Low,Sports,0,Technology,IT,1170,Degree,80.93,15
STU1409,18,Male,Private,Temburong,4.45,8.2,7,2,Health Sciences,Politeknik Brunei,1,Education,High,Debate,1,Humanities,Education,2186,Diploma,91.06,7
STU1410,19,Female,Private,Belait,4.15,4.27,4,3,Business,Micronet International College,0,Education,Low,Debate,1,Technology,Engineering,2420,Degree,78.53,7
STU1411,17,Female,Public,Brunei-Muara,7.42,3.68,6,2,Engineering,Micronet International College,0,Education,High,Sports,1,Arts,IT,2437,Diploma,85.24,12
STU1412,21,Female,Private,Brunei-Muara,4.39,7.21,8,4,Health Sciences,Politeknik Brunei,0,Health Sciences,High,None,1,Arts,Engineering,3116,High School,88.4,5
STU1413,18,Male,Public,Belait,7.22,4.31,9,4,Engineering,International Graduate Studies College,1,Health Sciences,High,Sports,1,Humanities,Health Sciences,3935,High School,81.19,7
STU1414,18,Male,Public,Brunei-Muara,8.13,3.24,4,1,Business,Universiti Brunei Darussalam,0,Education,Medium,Sports,0,Arts,IT,1022,High School,93.58,6
STU1415,20,Female,Private,Brunei-Muara,3.37,7.19,5,4,Business,Politeknik Brunei,1,Engineering,Low,Science Fair,1,Technology,Education,3613,Degree,91.33,8
STU1416,21,Male,Public,Temburong,2.92,8.03,4,3,Business,Universiti Brunei Darussalam,0,Business,High,Science Fair,1,Technology,Engineering,3098,High School,79.33,18
STU1417,20,Male,Public,Temburong,4.78,8.89,9,3,Engineering,Universiti Brunei Darussalam,1,IT,Low,Debate,1,Business,IT,1580,Masters,78.76,18
STU1418,17,Male,Private,Temburong,7.2,4.78,8,2,Business,International Graduate Studies College,1,Business,High,Science Fair,0,Business,IT,4673,Diploma,77.47,11
STU1419,21,Female,Public,Tutong,6.83,8.35,4,3,Engineering,International Graduate Studies College,0,Engineering,High,None,1,Arts,Education,3124,Masters,97.44,15
STU1420,18,Female,Private,Brunei-Muara,3.97,8.19,8,2,Education,Micronet International College,0,Business,High,Arts,0,Technology,Engineering,4330,Degree,84.47,13
STU1421,19,Female,Private,Temburong,7.11,5.95,5,3,IT,International Graduate Studies College,1,Engineering,High,Science Fair,1,Business,Education,3484,Masters,77.5,5
STU1422,20,Female,Private,Tutong,2.39,7.99,5,4,Health Sciences,International Graduate Studies College,0,Education,Medium,Debate,1,Arts,IT,4597,Degree,95.82,13
STU1423,20,Female,Private,Brunei-Muara,2.2,4.42,9,4,IT,Politeknik Brunei,0,Health Sciences,Medium,Sports,0,Humanities,Education,4052,Degree,76.51,6
STU1424,20,Male,Public,Temburong,2.13,2.82,9,3,Health Sciences,Micronet International College,1,Education,Medium,None,0,Technology,Business,2158,Degree,96.83,16
STU1425,21,Female,Private,Belait,5.68,2.31,7,2,Business,Universiti Brunei Darussalam,0,Engineering,High,None,0,Business,Education,1128,Diploma,78.71,19
STU1426,20,Female,Public,Belait,6.45,6.03,5,2,Business,Micronet International College,1,Business,Low,None,0,Science,Business,4492,Degree,82.43,18
STU1427,17,Female,Private,Brunei-Muara,7.62,7,9,2,Business,Universiti Brunei Darussalam,1,Engineering,Medium,None,0,Arts,Business,1967,Diploma,80.34,17
STU1428,18,Male,Private,Tutong,8.41,6.93,9,4,Education,International Graduate Studies College,1,Health Sciences,Medium,Science Fair,0,Technology,Engineering,2623,Degree,92.25,13
STU1429,17,Female,Public,Brunei-Muara,4.1,3.35,8,3,Engineering,Micronet International College,1,Education,Medium,Debate,0,Humanities,IT,2990,High School,89.04,12
STU1430,19,Female,Public,Belait,2.73,3.77,6,1,Health Sciences,Universiti Brunei Darussalam,0,Engineering,High,Science Fair,1,Technology,Business,2794,Degree,90.62,19
STU1431,19,Male,Private,Temburong,3.01,8.91,7,2,Engineering,Micronet International College,0,Health Sciences,Medium,Debate,0,Arts,IT,2783,High School,91.19,19
STU1432,17,Male,Public,Temburong,7.84,7.02,9,1,Business,International Graduate Studies College,0,Health Sciences,Medium,None,0,Business,IT,4764,High School,90.84,10
STU1433,21,Female,Private,Belait,5.93,4.2,6,3,IT,International Graduate Studies College,0,IT,High,Science Fair,1,Humanities,Engineering,2516,High School,92.33,7
STU1434,19,Male,Public,Brunei-Muara,4.68,5.8,8,2,Engineering,Politeknik Brunei,0,Engineering,Low,Sports,1,Technology,IT,2145,Degree,89.65,18
STU1435,20,Female,Public,Belait,7.63,2.82,5,3,Engineering,International Graduate Studies College,1,IT,High,Arts,1,Technology,Business,3879,High School,77.87,13
STU1436,19,Female,Private,Tutong,4.26,3.94,9,1,Education,Micronet International College,1,IT,Low,Debate,0,Arts,IT,4546,Diploma,81.76,10
STU1437,20,Male,Private,Temburong,7.99,3.57,5,1,Business,Politeknik Brunei,0,Health Sciences,Low,Debate,0,Business,Health Sciences,1934,Degree,98.78,10
STU1438,17,Male,Private,Brunei-Muara,8.18,7.04,8,2,IT,Micronet International College,1,Education,High,Science Fair,1,Humanities,Health Sciences,4404,Masters,89.33,6
STU1439,19,Female,Public,Tutong,4.4,4.63,6,1,Health Sciences,International Graduate Studies College,0,Business,High,None,0,Technology,IT,4828,Diploma,80.78,19
STU1440,17,Male,Private,Temburong,6.39,2.33,5,1,Engineering,Politeknik Brunei,0,Education,Low,None,1,Business,Business,4756,Degree,83.16,15
STU1441,19,Female,Private,Belait,6.58,6.19,5,2,Business,Universiti Brunei Darussalam,0,Business,High,Arts,1,Business,IT,1065,High School,76.76,13
STU1442,19,Female,Public,Brunei-Muara,8.69,8.87,8,3,IT,Politeknik Brunei,0,Education,Medium,Science Fair,1,Technology,Health Sciences,2347,Masters,91.55,18
STU1443,20,Female,Private,Brunei-Muara,4.64,7.11,8,1,Engineering,Universiti Brunei Darussalam,0,Health Sciences,Medium,Arts,0,Humanities,Business,2357,High School,75.96,14
STU1444,17,Male,Public,Temburong,5.45,3.39,9,1,Engineering,Politeknik Brunei,0,Health Sciences,Low,None,1,Humanities,IT,4025,Degree,83.47,13
STU1445,20,Female,Private,Belait,2.99,2.99,5,4,Education,Universiti Brunei Darussalam,1,IT,High,None,0,Technology,Business,4597,Masters,90.43,19
STU1446,20,Male,Public,Belait,7.03,4.72,7,4,Business,International Graduate Studies College,1,Health Sciences,Medium,Sports,0,Science,Health Sciences,2127,Diploma,99.77,9
STU1447,19,Male,Private,Belait,3.85,2.22,4,3,Business,Micronet International College,1,Education,High,Sports,0,Business,Education,3146,Degree,76.93,14
STU1448,18,Female,Public,Brunei-Muara,8.3,2.6,9,2,Health Sciences,Universiti Brunei Darussalam,0,IT,High,None,1,Business,Business,4048,Degree,85.16,8
STU1449,19,Female,Private,Tutong,2.3,6.5,7,4,IT,Micronet International College,1,Business,High,Sports,0,Business,IT,1849,High School,87.23,12
STU1450,17,Male,Private,Tutong,3.22,2.94,6,1,Health Sciences,Micronet International College,1,Engineering,Medium,None,1,Arts,IT,3586,Diploma,88.93,17
STU1451,20,Female,Public,Belait,2.43,6.26,9,4,IT,International Graduate Studies College,1,IT,Medium,None,0,Science,Education,4694,High School,77.47,19
STU1452,17,Male,Private,Temburong,6.97,6.56,9,4,Engineering,Universiti Brunei Darussalam,0,Engineering,Low,Science Fair,1,Humanities,Business,1973,Diploma,82.94,17
STU1453,17,Female,Public,Tutong,7.33,8.65,6,4,Education,Politeknik Brunei,0,IT,Low,Debate,0,Technology,Business,3939,Degree,81.62,15
STU1454,20,Male,Public,Belait,7.84,2.63,4,3,IT,Micronet International College,1,Health Sciences,High,Science Fair,1,Arts,Education,1357,High School,88.72,19
STU1455,18,Male,Public,Belait,7.7,4.75,5,3,Education,Micronet International College,1,Education,Low,Arts,0,Humanities,IT,4735,Diploma,89.77,5
STU1456,19,Female,Public,Belait,3.2,2.56,4,1,Health Sciences,Micronet International College,1,IT,Medium,None,0,Humanities,Business,4121,High School,91.18,10
STU1457,20,Male,Public,Temburong,8.34,6.73,4,1,Engineering,Politeknik Brunei,1,Engineering,High,Sports,1,Science,Engineering,4039,Diploma,95.84,13
STU1458,21,Male,Private,Temburong,4.37,5.45,5,3,Education,Universiti Brunei Darussalam,0,Business,High,None,0,Humanities,Business,4729,Diploma,79.97,9
STU1459,19,Male,Private,Tutong,6.82,3.59,7,4,Business,Universiti Brunei Darussalam,1,Health Sciences,Low,Science Fair,1,Technology,Education,2770,Masters,79.45,9
STU1460,21,Male,Private,Brunei-Muara,6.7,4.58,4,2,Health Sciences,Micronet International College,0,IT,Medium,Debate,1,Business,Engineering,1225,Masters,86.63,19
STU1461,21,Female,Private,Brunei-Muara,8.51,4.75,6,2,Health Sciences,Universiti Brunei Darussalam,1,IT,Low,Science Fair,0,Technology,Engineering,1775,Diploma,83.44,14
STU1462,18,Male,Public,Tutong,2.06,8.46,7,4,IT,Micronet International College,1,IT,Low,Arts,1,Science,Education,2368,Masters,81.58,10
STU1463,21,Male,Private,Brunei-Muara,8.71,4.84,8,1,Engineering,Universiti Brunei Darussalam,0,IT,High,Arts,0,Humanities,Education,2130,Degree,98.42,12
STU1464,18,Male,Public,Tutong,3.1,3.53,8,1,Health Sciences,International Graduate Studies College,1,IT,High,Science Fair,0,Arts,Education,1444,Degree,81.41,7
STU1465,19,Male,Public,Brunei-Muara,5.56,5.92,9,3,Business,Universiti Brunei Darussalam,1,Education,High,Sports,1,Technology,Education,3770,Degree,96.67,12
STU1466,18,Male,Public,Temburong,4.14,6.99,4,4,Business,Universiti Brunei Darussalam,1,Engineering,High,Sports,1,Science,Health Sciences,3955,Masters,98.71,15
STU1467,21,Male,Public,Belait,3.77,5.2,6,3,IT,Micronet International College,1,Health Sciences,High,None,0,Technology,Business,3986,Masters,76.39,8
STU1468,21,Female,Public,Belait,5.19,7.75,8,2,IT,International Graduate Studies College,0,IT,High,Sports,0,Business,IT,4066,Masters,75.68,6
STU1469,18,Female,Public,Temburong,8.98,8.54,7,2,Health Sciences,Universiti Brunei Darussalam,1,Health Sciences,High,Arts,0,Science,Business,4208,Masters,85.76,16
STU1470,17,Male,Public,Belait,4.18,7.32,5,4,IT,Micronet International College,1,IT,Medium,Arts,1,Business,Health Sciences,4979,Diploma,82.22,18
STU1471,19,Female,Public,Belait,6.27,2.82,4,1,Education,Micronet International College,0,Business,High,Debate,1,Humanities,Education,4816,Diploma,94.25,9
STU1472,20,Male,Public,Temburong,3,3.57,7,4,Business,Politeknik Brunei,0,Education,Medium,Sports,0,Science,Engineering,3394,High School,80.75,19
STU1473,19,Male,Private,Tutong,8.95,2.13,9,3,Education,Micronet International College,0,Engineering,Low,Sports,0,Technology,IT,4676,High School,92.28,14
STU1474,21,Male,Public,Brunei-Muara,2.63,4.36,7,4,Health Sciences,Politeknik Brunei,1,Education,Medium,Science Fair,0,Business,Education,2214,Diploma,87.89,15
STU1475,21,Male,Public,Belait,3.35,7.65,6,3,IT,Politeknik Brunei,1,Business,Low,Debate,1,Humanities,IT,1126,High School,94.9,10
STU1476,20,Male,Public,Tutong,7.71,2.46,6,1,Health Sciences,Micronet International College,0,IT,High,Debate,0,Science,Health Sciences,2584,Masters,78.26,13
STU1477,20,Female,Public,Temburong,2.93,7.68,5,1,Business,Universiti Brunei Darussalam,0,Engineering,Medium,Debate,0,Business,IT,4395,Masters,98.71,9
STU1478,20,Male,Private,Temburong,3.54,7.55,4,2,Engineering,International Graduate Studies College,1,Education,Low,Science Fair,0,Technology,Engineering,4578,Degree,89.64,9
STU1479,21,Female,Private,Brunei-Muara,5.23,6.17,6,3,Health Sciences,Micronet International College,1,Engineering,Medium,Arts,0,Humanities,Engineering,2378,Degree,90.49,19
STU1480,20,Female,Public,Belait,4.11,5.07,5,1,Education,Politeknik Brunei,1,Business,High,Sports,1,Technology,Business,2937,Diploma,75.99,19
STU1481,18,Female,Public,Tutong,4.97,5.74,6,3,Education,Politeknik Brunei,1,Engineering,Medium,Sports,1,Science,IT,1209,Degree,96.31,19
STU1482,19,Male,Public,Temburong,7.62,3.14,5,3,IT,Politeknik Brunei,0,Education,High,Sports,1,Humanities,Health Sciences,1581,Diploma,99.76,6
STU1483,20,Male,Public,Belait,6.92,2.97,5,2,Business,Universiti Brunei Darussalam,0,Health Sciences,Medium,Sports,1,Technology,Engineering,2685,Masters,82.91,8
STU1484,20,Male,Private,Tutong,7.99,5.76,8,2,Engineering,Universiti Brunei Darussalam,0,Business,High,Science Fair,0,Humanities,Education,1513,Diploma,97.15,6
STU1485,18,Female,Private,Tutong,3.55,2.75,7,1,IT,Micronet International College,1,Business,Low,Science Fair,1,Arts,Health Sciences,4279,High School,98.7,11
STU1486,20,Female,Public,Belait,7.85,4.05,8,2,Health Sciences,Politeknik Brunei,1,Engineering,Medium,Debate,1,Technology,Health Sciences,1138,Masters,96.71,5
STU1487,19,Male,Private,Brunei-Muara,3.9,6.77,6,2,Engineering,Politeknik Brunei,1,Business,Medium,Debate,0,Technology,IT,1192,Diploma,78.45,17
STU1488,19,Female,Private,Brunei-Muara,4.46,2.06,4,4,Health Sciences,International Graduate Studies College,0,IT,Medium,None,1,Science,Business,2423,Masters,81.35,19
STU1489,17,Male,Public,Tutong,8.02,7.41,5,1,Engineering,International Graduate Studies College,0,Engineering,Medium,Science Fair,1,Business,Engineering,1775,Degree,93.97,8
STU1490,20,Female,Public,Belait,7.76,8.18,6,1,Health Sciences,Universiti Brunei Darussalam,0,Engineering,Low,Sports,1,Science,IT,4961,Diploma,75.13,5
STU1491,21,Female,Public,Belait,2.25,7.68,9,1,Business,Politeknik Brunei,1,Engineering,High,Science Fair,0,Business,Health Sciences,2047,Masters,83,16
STU1492,20,Male,Public,Temburong,2.73,7.64,9,2,Engineering,Politeknik Brunei,1,Engineering,Medium,Sports,0,Arts,IT,1820,Diploma,87.95,18
STU1493,21,Male,Public,Belait,4.4,2.46,9,4,IT,Micronet International College,1,IT,Medium,Science Fair,1,Business,Health Sciences,3119,High School,84.01,9
STU1494,20,Female,Private,Tutong,2.88,8.94,4,1,Engineering,Politeknik Brunei,1,Business,Medium,Arts,0,Business,Health Sciences,2011,Degree,79.8,11
STU1495,19,Male,Private,Temburong,2.42,6.23,8,1,Engineering,International Graduate Studies College,0,Health Sciences,Low,Debate,0,Technology,Business,4285,Diploma,78.46,6
STU1496,17,Male,Private,Temburong,8.8,7.84,7,1,Business,International Graduate Studies College,1,Engineering,High,Debate,1,Science,Education,2992,High School,87.7,17
STU1497,21,Female,Private,Belait,6.89,4.18,7,2,Health Sciences,Micronet International College,1,Health Sciences,Low,Debate,0,Arts,Business,2279,High School,83.18,7
STU1498,21,Male,Public,Brunei-Muara,7.61,3.15,9,4,Business,Politeknik Brunei,1,Education,Low,Science Fair,0,Technology,Health Sciences,2633,High School,94.56,15
STU1499,18,Male,Public,Brunei-Muara,4.31,8.19,4,2,IT,International Graduate Studies College,0,Business,Low,Arts,0,Technology,Education,2203,High School,97.99,15
STU1500,17,Female,Private,Temburong,8.87,5.24,7,1,Business,Micronet International College,1,IT,High,Science Fair,1,Science,Engineering,3700,Masters,96.83,12
STU1501,17,Male,Public,Temburong,2.25,8.37,4,3,Health Sciences,Micronet International College,1,Health Sciences,High,Science Fair,1,Arts,Education,4513,Diploma,89.3,12
STU1502,19,Female,Public,Tutong,7.03,6.59,9,4,Education,Micronet International College,0,Engineering,Low,Sports,0,Technology,Health Sciences,1487,Degree,78.72,12
STU1503,18,Female,Public,Belait,2.01,4.63,7,2,Business,Micronet International College,1,Education,Medium,Debate,1,Science,Education,3475,Masters,98.86,11
STU1504,20,Male,Private,Temburong,7.07,8.05,5,4,Health Sciences,Universiti Brunei Darussalam,1,Business,Medium,Arts,1,Business,Education,2801,Diploma,98.99,9
STU1505,18,Male,Public,Temburong,5.41,5.83,8,1,Education,International Graduate Studies College,0,Business,Low,Arts,0,Arts,Health Sciences,1260,Degree,77.72,7
STU1506,20,Female,Public,Brunei-Muara,2.94,7.93,8,1,Business,Micronet International College,0,Business,Low,None,0,Arts,Engineering,2101,Degree,86.26,6
