Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Preferred_Program,Recommended_Program,Applied_Institution,Enrolled,Success_Level,Previous_Achievements,Extra_Curricular,Interest_Areas,Attendance,Study_Hours,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits,O_Level_Results,A_Level_Results
STU1501,Female,18,International,Temburong,2390,Postgraduate,Health Sciences,Education,Micronet International College,1,High,Science Fair,1,Arts,89.3,12,B,E,B,A,B,C,C,B,U,D,A,D,,,,,,,,,8,0,2.25,8.37
STU1502,Female,16,Public,Brunei-Muara,1939,Degree,Education,Health Sciences,Micronet International College,0,Low,Sports,0,Technology,78.72,12,U,D,D,E,B,U,D,U,C,C,U,C,,,,,,,,C,4,1,7.03,6.59
STU1503,Female,17,International,Belait,2000,Diploma,Business,Education,Micronet International College,1,Medium,Debate,1,Science,98.86,11,C,A,B,C,U,E,C,A,U,D,A,A,C,,D,,,D,,,8,1,2.01,4.63
STU1504,Male,20,International,Brunei-Muara,6409,Degree,Health Sciences,Education,Universiti Brunei Darussalam,1,Medium,Arts,1,Business,98.99,9,E,C,B,B,B,C,D,C,D,E,A,E,,C,,,,,,,7,1,7.07,8.05
STU1505,Male,18,International,Brunei-Muara,3315,Diploma,Education,Health Sciences,International Graduate Studies College,0,Low,Arts,0,Arts,77.72,7,B,U,C,C,E,D,E,D,A,U,B,U,D,,,A,U,,,,5,1,5.41,5.83
STU1506,Female,19,Public,Belait,3320,Postgraduate,Business,Engineering,Micronet International College,0,Low,None,0,Arts,86.26,6,C,A,B,C,A,B,U,B,C,B,E,E,,,C,,,,A,E,9,2,2.94,7.93
STU1507,Female,16,Private,Temburong,3378,Masters Degree,Education,IT,Micronet International College,1,Medium,Sports,1,Technology,83.04,8,D,B,U,U,D,E,D,A,E,U,U,C,,,,,,,,B,3,1,8.61,3.78
STU1508,Male,17,Private,Tutong,9864,Masters Degree,Education,Business,Politeknik Brunei,1,High,Sports,1,Arts,79.24,9,D,E,U,E,B,A,D,A,B,A,U,D,,,,,,,,,5,0,6.6,8.6
STU1509,Female,18,Public,Tutong,5075,Postgraduate,Education,Education,Universiti Brunei Darussalam,0,Medium,Sports,1,Science,83.35,11,B,U,E,E,D,A,U,B,U,A,U,A,,,,,,,,,5,0,3.14,7.38
STU1510,Male,16,International,Brunei-Muara,7124,Degree,Business,Education,International Graduate Studies College,0,Low,Science Fair,0,Science,78.74,15,C,U,U,U,D,U,U,A,U,U,C,C,,D,,,,,,,4,0,5.64,2.14
STU1511,Female,20,International,Tutong,9512,Postgraduate,Engineering,Health Sciences,Universiti Brunei Darussalam,1,High,Arts,1,Humanities,93.71,9,E,U,A,C,U,D,U,C,D,C,C,E,U,,,,C,C,,,5,2,5.51,6.93
STU1512,Male,19,Public,Tutong,2096,Postgraduate,Business,Education,International Graduate Studies College,0,Low,Sports,1,Technology,88.47,17,B,B,A,D,D,E,C,D,C,B,E,E,,,,,,,,,6,0,8.43,7.92
STU1513,Male,19,Private,Temburong,4953,Diploma,Education,Education,Universiti Brunei Darussalam,0,Low,Science Fair,1,Arts,87.46,8,U,A,A,B,U,D,A,D,A,C,C,E,,,U,,,,C,,7,1,3.77,6.89
STU1514,Male,19,International,Brunei-Muara,9450,Masters Degree,Engineering,Engineering,Micronet International College,1,Medium,Sports,0,Technology,96.03,10,A,C,D,B,B,D,D,A,U,U,E,A,,,,,,,,,6,0,5.17,8.02
STU1515,Female,20,Public,Brunei-Muara,4644,Degree,Engineering,Health Sciences,Politeknik Brunei,1,Medium,Arts,0,Humanities,80.84,11,U,A,B,E,E,C,B,D,D,B,C,E,,,,C,,C,,,6,2,3.47,4.12
STU1516,Male,19,Private,Belait,9881,Postgraduate,Health Sciences,Business,International Graduate Studies College,0,High,Sports,1,Arts,97.83,10,E,U,D,U,E,C,U,B,U,D,U,B,,,,,,,,,3,0,6.32,5.84
STU1517,Female,17,Private,Temburong,2625,Diploma,Education,Engineering,Universiti Brunei Darussalam,0,High,Arts,1,Business,93.97,8,B,E,B,B,C,A,A,D,D,U,U,E,,U,,B,,,,B,6,2,5,5.75
STU1518,Female,18,Public,Brunei-Muara,7045,Masters Degree,Engineering,Engineering,International Graduate Studies College,0,Medium,Sports,0,Humanities,89.38,13,U,A,U,D,A,U,E,C,B,E,U,C,,,,,,,,,5,0,5.28,3.21
STU1519,Male,19,International,Brunei-Muara,3802,Masters Degree,Health Sciences,Business,Micronet International College,1,High,Arts,1,Humanities,87.97,13,A,E,E,E,D,C,A,D,B,B,A,E,,E,B,,,,,A,6,2,6.98,5.71
STU1520,Female,20,Private,Temburong,4776,Masters Degree,IT,IT,Politeknik Brunei,0,High,Sports,0,Humanities,79.17,18,B,B,C,U,C,U,D,A,D,C,A,C,,,D,,,,,,8,0,4.17,6.8
STU1521,Male,20,Private,Tutong,5850,Masters Degree,IT,Engineering,Micronet International College,1,Medium,Arts,1,Science,89.17,5,C,U,D,B,U,E,U,D,B,B,C,U,,,,D,,C,,,5,1,5.24,4.85
STU1522,Female,19,Public,Tutong,9343,Degree,IT,IT,Universiti Brunei Darussalam,1,Medium,Debate,0,Science,87.85,11,C,U,B,E,A,D,A,B,C,A,C,D,,,,,,,,,8,0,6.33,3.52
STU1523,Male,16,International,Tutong,7060,Masters Degree,Health Sciences,Health Sciences,International Graduate Studies College,0,High,None,0,Arts,96.71,9,C,C,C,B,C,U,C,D,E,E,B,D,,,,,,,,,7,0,6.48,4.16
STU1524,Female,19,International,Brunei-Muara,4803,Masters Degree,Business,Health Sciences,Micronet International College,0,High,Arts,1,Arts,98.44,17,E,E,C,C,A,E,U,U,U,D,C,A,,,,,,,,,5,0,8.82,5.69
STU1525,Male,16,International,Brunei-Muara,9701,Postgraduate,Health Sciences,IT,International Graduate Studies College,0,Low,Debate,1,Humanities,90.04,17,U,U,D,D,E,D,C,C,C,D,C,A,,,,,,,,,5,0,4.54,5.86
STU1526,Male,19,Private,Belait,9852,Postgraduate,Engineering,IT,Politeknik Brunei,1,Low,Arts,0,Arts,75.46,13,C,D,B,A,U,A,B,E,B,E,B,U,,,,D,,,,,7,0,2.96,2.71
STU1527,Female,18,Private,Tutong,6884,Degree,Education,Education,Micronet International College,1,High,None,1,Business,83.73,7,D,U,A,U,B,U,A,A,D,D,E,D,,,,,,,,,4,0,5.84,2.05
STU1528,Female,20,Public,Brunei-Muara,6562,Masters Degree,Engineering,Health Sciences,Universiti Brunei Darussalam,1,Low,Science Fair,1,Technology,99.26,17,B,A,E,E,A,D,U,B,B,B,A,D,,,,,,,,,7,0,3.23,3.04
STU1529,Female,20,Private,Brunei-Muara,6385,Masters Degree,Health Sciences,Business,Politeknik Brunei,0,Medium,Sports,1,Technology,92.87,8,C,E,A,U,A,C,B,A,E,A,E,U,B,,,,,,A,C,7,3,4.68,3.47
STU1530,Male,16,International,Tutong,2955,Diploma,Health Sciences,Business,Politeknik Brunei,0,Low,Arts,0,Science,92.3,16,D,C,B,B,D,E,U,U,D,B,E,E,,,,,,,,,4,0,4.94,8.22
STU1531,Female,19,Public,Belait,8958,Postgraduate,Business,Health Sciences,Micronet International College,1,Medium,Sports,1,Arts,94.19,6,B,D,B,E,A,U,E,B,A,A,A,U,,E,,,,,,U,7,0,7.99,7.01
STU1532,Male,17,Public,Belait,3002,Postgraduate,Education,Health Sciences,Politeknik Brunei,0,Low,Arts,0,Science,92.79,6,E,D,D,D,C,A,B,B,E,E,D,D,,,,,,,,,4,0,5.14,3.93
STU1533,Male,16,Public,Temburong,7386,Masters Degree,Health Sciences,IT,International Graduate Studies College,0,Medium,Sports,1,Technology,92.19,19,B,U,A,D,E,E,D,U,B,E,B,C,,D,,,,,,B,5,1,4.43,2.46
STU1534,Female,19,International,Brunei-Muara,5213,Diploma,Business,Education,Politeknik Brunei,1,High,None,1,Science,97.27,11,B,U,A,D,U,U,B,B,D,A,A,A,,,,,,,,,7,0,2.12,6.54
STU1535,Female,18,Public,Tutong,5084,Masters Degree,Education,Engineering,Politeknik Brunei,1,High,None,0,Humanities,96.97,12,U,D,E,C,A,D,B,B,D,B,C,U,,,,A,,,,,6,1,6.33,6.13
STU1536,Female,20,Private,Belait,4041,Masters Degree,Business,IT,Universiti Brunei Darussalam,1,High,Arts,1,Business,79.56,12,E,A,B,A,A,U,A,D,D,B,B,E,,,,,,,,,7,0,5.85,7.22
STU1537,Female,17,Private,Tutong,7630,Degree,Health Sciences,Education,International Graduate Studies College,1,Low,Sports,1,Business,78.57,13,D,B,D,U,E,C,U,B,D,D,B,U,,,,,,,,,4,0,8.2,3.31
STU1538,Female,16,Public,Brunei-Muara,1478,Postgraduate,Education,Business,Politeknik Brunei,0,Low,None,0,Business,78.42,13,E,E,C,E,U,U,C,E,B,C,D,U,,,,,,,,,4,0,2.2,5.74
STU1539,Female,18,Private,Temburong,8445,Postgraduate,Business,Engineering,Universiti Brunei Darussalam,0,Medium,Arts,0,Technology,94.72,10,U,D,E,C,B,U,U,C,U,A,A,D,,,,,,,,,5,0,2.61,6.34
STU1540,Male,17,Private,Brunei-Muara,3340,Diploma,Engineering,Business,Universiti Brunei Darussalam,1,Medium,Science Fair,1,Science,92.5,8,U,E,D,E,C,E,C,U,B,B,A,D,C,,,,,,D,,5,1,5.52,8.12
STU1541,Male,20,International,Temburong,8385,Postgraduate,Business,Engineering,Universiti Brunei Darussalam,1,High,Science Fair,0,Humanities,75.19,14,A,D,A,E,D,U,A,B,C,E,U,E,,D,,E,,,,,5,0,5.14,3.95
STU1542,Female,17,Private,Belait,3161,Diploma,Engineering,Engineering,Universiti Brunei Darussalam,1,High,Arts,1,Humanities,96.98,5,U,D,C,D,U,C,C,U,E,B,C,C,C,,,,,,D,,6,1,8.72,5.97
STU1543,Male,16,International,Brunei-Muara,8329,Diploma,Health Sciences,Health Sciences,Politeknik Brunei,0,Low,None,1,Humanities,81.58,9,U,D,D,C,C,A,C,A,U,C,C,B,,,,,,D,,,8,0,6.19,2.85
STU1544,Male,18,Private,Tutong,4541,Postgraduate,Business,Business,Universiti Brunei Darussalam,0,Medium,None,1,Humanities,78.28,9,A,C,A,D,C,C,A,C,A,A,A,A,,E,,,B,E,,,11,1,6.19,8.51
STU1545,Male,17,Public,Temburong,4936,Diploma,Health Sciences,Health Sciences,Universiti Brunei Darussalam,1,High,Arts,0,Arts,99.68,19,D,U,E,B,C,B,E,D,C,B,A,A,,,,,,E,,,7,0,6.2,6.9
STU1546,Female,20,International,Brunei-Muara,4883,Degree,Business,Health Sciences,Universiti Brunei Darussalam,1,Medium,None,1,Arts,83.83,12,D,B,D,U,D,U,E,U,C,D,A,E,,,,,,,,,3,0,8.77,5.67
STU1547,Female,19,Private,Temburong,2601,Postgraduate,Business,Business,Micronet International College,0,Low,Arts,1,Business,96.41,14,E,C,E,E,A,C,D,E,C,D,C,D,,,,,,,,,5,0,2.82,2.12
STU1548,Male,18,Private,Tutong,9215,Diploma,Health Sciences,Health Sciences,Micronet International College,1,High,Debate,0,Technology,87.7,12,B,D,C,E,E,A,U,D,D,B,D,A,,,,,C,,,A,5,2,3.07,6.22
STU1549,Female,18,Public,Belait,9192,Masters Degree,IT,Health Sciences,International Graduate Studies College,1,Medium,Sports,0,Humanities,96.89,7,A,E,E,C,E,E,B,D,C,A,B,C,,,,,,,,,7,0,4.66,6.4
STU1550,Male,16,Private,Tutong,6226,Degree,IT,Health Sciences,Micronet International College,0,Low,None,1,Humanities,98.25,14,U,A,B,A,U,B,D,U,C,E,B,E,,,,,,,,,6,0,6.18,5.65
STU1551,Male,20,International,Belait,4135,Diploma,Business,Business,Micronet International College,1,High,None,0,Science,93.53,10,A,C,U,U,E,U,B,E,E,E,E,B,,,,,,,,,4,0,7.31,2.76
STU1552,Male,20,International,Temburong,2488,Postgraduate,Education,Education,Politeknik Brunei,0,Medium,Science Fair,1,Arts,77.61,10,A,A,U,A,U,E,U,U,C,U,D,C,,,,,,,,,5,0,5.82,2.17
STU1553,Male,19,International,Brunei-Muara,2754,Masters Degree,Engineering,Health Sciences,Politeknik Brunei,0,High,Sports,0,Business,81.79,16,A,B,B,B,E,E,A,A,A,E,E,U,,,E,,E,,,,7,0,4.37,8.82
STU1554,Female,20,Public,Temburong,5858,Degree,Business,Health Sciences,Universiti Brunei Darussalam,1,Low,Arts,1,Business,86.86,8,A,U,C,U,U,E,U,C,D,E,D,A,,,,C,,,,,4,1,8.94,8.62
STU1555,Male,18,Private,Brunei-Muara,2102,Postgraduate,Health Sciences,Health Sciences,International Graduate Studies College,0,Low,Sports,1,Humanities,97.59,18,A,C,A,B,U,A,E,D,A,C,C,E,,,,,,,,,8,0,3.84,5.73
STU1556,Male,18,International,Temburong,9793,Postgraduate,Education,Engineering,International Graduate Studies College,1,Medium,Arts,0,Science,90.77,14,U,U,B,E,U,C,U,A,A,C,C,C,,,,,,,,,7,0,3.61,2.87
STU1557,Female,16,Public,Brunei-Muara,8554,Postgraduate,Business,IT,Politeknik Brunei,0,High,Science Fair,1,Business,86.35,10,A,U,U,C,U,C,B,U,C,A,D,D,,,,,,,,,6,0,8.19,7.73
STU1558,Male,16,Private,Belait,5099,Degree,IT,Business,Micronet International College,1,High,None,1,Technology,99.17,9,A,C,U,U,A,D,C,E,B,B,U,U,,,,,,,,B,6,1,5.43,2.9
STU1559,Female,16,International,Brunei-Muara,8147,Diploma,Engineering,Education,Politeknik Brunei,1,Medium,Science Fair,1,Technology,90.9,14,U,U,D,D,A,C,D,B,A,E,U,E,,,,,,,,,4,0,4.46,8.57
STU1560,Male,18,Public,Belait,9044,Masters Degree,Business,Engineering,Universiti Brunei Darussalam,1,Medium,Arts,1,Business,97.95,7,E,U,D,D,D,U,D,D,U,U,E,E,,,,,,,,,0,0,6.59,6.9
STU1561,Male,19,International,Brunei-Muara,3474,Diploma,IT,Education,Politeknik Brunei,1,Medium,Arts,0,Business,92.4,12,U,D,D,D,D,B,B,A,B,U,D,U,,E,,,,,,,4,0,4.4,3.06
STU1562,Male,17,Private,Belait,6678,Masters Degree,Business,Engineering,Universiti Brunei Darussalam,0,Low,Arts,1,Business,86.03,11,E,C,B,E,U,A,C,A,U,B,E,D,,D,,,,,,,6,0,6.29,7.5
STU1563,Female,20,International,Belait,2280,Masters Degree,Engineering,Health Sciences,International Graduate Studies College,0,Medium,Sports,0,Arts,81.86,5,A,B,D,B,D,C,U,B,U,U,D,A,U,,,,,,,B,6,1,2.63,6.14
STU1564,Female,20,Private,Belait,3505,Degree,Education,Health Sciences,Micronet International College,1,Medium,Debate,0,Business,99.94,11,U,C,A,B,C,A,A,D,E,D,B,A,,,,,,,,,8,0,7.74,2.59
STU1565,Female,19,Public,Brunei-Muara,2346,Masters Degree,IT,Engineering,International Graduate Studies College,1,Low,None,1,Humanities,77.82,18,A,C,A,U,C,D,A,B,U,D,D,D,,,,C,,,,,6,1,3.04,5.93
STU1566,Male,19,International,Temburong,2293,Degree,Engineering,Business,Universiti Brunei Darussalam,1,Low,Science Fair,1,Humanities,94.96,17,E,B,C,B,E,A,A,B,B,B,D,E,,,,,,,,,8,0,4.86,2.39
STU1567,Female,17,Private,Brunei-Muara,5504,Postgraduate,Education,Education,Politeknik Brunei,1,High,Sports,0,Arts,87.82,5,C,D,C,C,B,U,A,D,A,B,C,B,,,A,,,,U,,9,1,5.13,3.3
STU1568,Female,19,Private,Temburong,1186,Masters Degree,IT,Engineering,International Graduate Studies College,1,Medium,Science Fair,1,Science,89.97,9,E,C,C,A,A,U,B,C,D,C,U,E,,,C,,,,,,7,1,6.43,7.87
STU1569,Male,17,International,Temburong,7767,Degree,Business,Education,International Graduate Studies College,0,Low,Arts,1,Science,79.38,8,D,D,E,E,C,B,B,A,U,U,C,D,,E,,,,,,C,5,1,8.02,7.1
STU1570,Female,17,Private,Brunei-Muara,9706,Degree,Business,Health Sciences,International Graduate Studies College,1,Low,Science Fair,0,Arts,89.8,6,A,D,C,E,C,C,D,C,C,E,A,C,,,,,,,,,8,0,6.82,2.26
STU1571,Female,16,Private,Belait,5351,Masters Degree,Education,Engineering,Universiti Brunei Darussalam,0,Medium,Science Fair,1,Business,86.29,8,D,D,B,B,U,B,C,E,E,E,E,B,,,,,,,,,5,0,5.94,2.42
STU1572,Female,16,International,Belait,7833,Postgraduate,Education,Engineering,Universiti Brunei Darussalam,1,Low,Debate,1,Humanities,78.51,6,C,D,C,B,B,C,A,D,A,E,C,B,,,,,,,,,9,0,5.08,8.83
STU1573,Female,18,Private,Brunei-Muara,8132,Postgraduate,Education,Business,Micronet International College,1,High,Arts,1,Arts,77.16,10,C,U,E,E,B,E,A,E,U,B,E,E,D,,,,U,,,,4,0,3.17,6.68
STU1574,Male,20,International,Temburong,9365,Degree,IT,Education,Politeknik Brunei,1,Medium,Sports,1,Arts,82.91,8,U,A,C,C,D,C,A,U,E,B,E,U,,,,B,,,,,6,1,8.46,2.71
STU1575,Female,16,Private,Belait,5267,Postgraduate,Education,Health Sciences,Universiti Brunei Darussalam,0,Medium,Sports,0,Business,76.77,12,E,A,B,E,D,D,B,B,B,D,D,U,,,,,,,,,5,0,2.41,2.72
STU1576,Male,20,Private,Tutong,8401,Masters Degree,Education,Business,Politeknik Brunei,1,Low,Sports,0,Arts,85.18,17,A,D,B,C,U,D,E,B,E,B,U,C,,,,,D,,,,6,0,3.66,8.35
STU1577,Male,16,International,Brunei-Muara,6663,Diploma,Engineering,Education,International Graduate Studies College,0,Low,Sports,1,Technology,80.21,11,B,D,E,B,E,B,U,A,D,C,D,B,,,E,,D,,,,6,0,2.17,3.25
STU1578,Female,18,International,Temburong,5539,Degree,Health Sciences,Business,Micronet International College,1,Medium,None,1,Arts,79.77,11,A,D,A,A,A,A,D,A,A,B,E,E,,,,,,,,,8,0,3.84,6.94
STU1579,Female,20,Private,Temburong,4505,Diploma,IT,Health Sciences,Politeknik Brunei,0,Low,Science Fair,1,Science,93.35,10,C,E,U,C,B,U,C,C,D,U,D,U,,,,,,,,,5,0,5.22,8.63
STU1580,Female,20,International,Tutong,7769,Masters Degree,Engineering,Education,International Graduate Studies College,0,High,Sports,0,Science,91.28,19,C,C,E,B,E,C,B,E,A,A,E,U,E,,,,,,,,7,0,6.23,4.7
STU1581,Male,16,Private,Brunei-Muara,7099,Degree,Health Sciences,Business,Universiti Brunei Darussalam,0,Low,Arts,1,Science,95.04,19,D,D,B,C,U,A,B,A,A,C,A,D,,,,,,,,,8,0,8.11,3.15
STU1582,Male,18,Private,Temburong,3111,Postgraduate,Health Sciences,IT,Politeknik Brunei,1,Low,None,0,Technology,90.56,8,B,E,C,B,A,B,B,A,U,U,A,A,,,,,,,,,9,0,3.43,3.54
STU1583,Female,17,Private,Belait,4737,Diploma,Health Sciences,Business,International Graduate Studies College,0,Low,Arts,0,Business,96.84,15,D,B,B,B,U,A,E,E,D,A,D,A,,,,,,,,A,6,1,6.82,7.1
STU1584,Male,19,Public,Tutong,5025,Masters Degree,Health Sciences,Education,Micronet International College,0,Low,Science Fair,1,Humanities,82.77,19,D,B,A,B,B,D,C,B,A,C,U,C,C,,,,,E,,,9,1,7.46,8.73
STU1585,Male,16,International,Tutong,7905,Diploma,Engineering,IT,International Graduate Studies College,1,Medium,None,0,Science,88.04,11,B,D,D,C,U,A,E,E,C,B,U,U,,,,,,,,,5,0,6.24,6.3
STU1586,Male,18,Public,Belait,3252,Postgraduate,Engineering,Education,Micronet International College,0,High,None,0,Science,95.21,16,A,E,B,C,U,C,C,D,U,C,U,U,,,,,,,B,C,6,2,7.85,4.22
STU1587,Female,20,Private,Temburong,7689,Degree,Engineering,Engineering,Micronet International College,1,High,Science Fair,1,Science,89.67,19,U,E,D,U,B,B,E,E,B,U,E,A,,,,,,,,,4,0,8.7,5.52
STU1588,Female,20,International,Belait,2958,Diploma,IT,Education,Micronet International College,1,Low,Sports,1,Humanities,91.37,10,U,U,E,A,D,U,A,B,D,E,B,E,,,,,,,,,4,0,2.47,4.85
STU1589,Female,20,Public,Temburong,5848,Masters Degree,IT,IT,Universiti Brunei Darussalam,0,High,None,1,Science,96.42,18,D,D,U,D,C,A,A,C,E,D,E,B,,,,,,,,,5,0,7.81,4.73
STU1590,Male,18,International,Belait,1320,Postgraduate,Engineering,Engineering,Universiti Brunei Darussalam,0,Low,Arts,0,Arts,92.28,16,B,U,C,U,D,U,E,B,A,U,C,A,U,,,A,,B,,,6,2,5.07,3.01
STU1591,Female,18,Private,Temburong,3715,Degree,Business,Education,Universiti Brunei Darussalam,0,Medium,Arts,1,Arts,92.1,11,U,A,U,B,B,C,A,A,U,U,E,U,U,,,D,,,D,,6,0,2.54,3.83
STU1592,Female,19,Public,Belait,8022,Diploma,Education,Business,International Graduate Studies College,1,High,Debate,1,Technology,97.84,8,E,B,B,A,B,A,E,B,A,E,B,E,D,,,,,,E,B,8,1,3.79,2.95
STU1593,Male,19,Public,Brunei-Muara,6182,Masters Degree,Education,Health Sciences,Universiti Brunei Darussalam,0,Low,Arts,1,Arts,93.3,13,B,D,E,B,E,A,U,C,B,E,A,A,,,,,,,,,7,0,4.65,7.61
STU1594,Female,17,Public,Temburong,8191,Diploma,Engineering,Business,International Graduate Studies College,0,Medium,Sports,1,Business,98.83,17,A,D,D,U,B,U,B,E,C,B,D,A,,,,D,,,,,6,0,2.06,3.27
STU1595,Female,20,Private,Tutong,3032,Degree,Health Sciences,Engineering,Politeknik Brunei,1,Low,Sports,1,Technology,88.92,10,U,D,A,C,E,A,E,A,U,C,A,D,,,,,,,,,6,0,8.78,4.58
STU1596,Female,17,Public,Temburong,3957,Diploma,IT,IT,International Graduate Studies College,0,Medium,Sports,0,Technology,86.06,10,D,D,E,E,A,D,B,A,E,A,U,U,,D,,,,,,,4,0,3,2.24
STU1597,Female,16,Private,Tutong,8033,Postgraduate,Business,IT,International Graduate Studies College,0,Low,None,0,Humanities,97.88,5,D,B,A,B,U,D,B,D,E,U,D,D,,,,A,,C,D,,4,2,5.07,5.41
STU1598,Male,16,Public,Temburong,1922,Degree,Engineering,Business,Politeknik Brunei,1,Low,None,0,Business,89.13,7,C,B,A,E,B,A,B,A,B,C,D,U,,A,U,,,,,,9,1,2.12,8.46
STU1599,Male,17,International,Brunei-Muara,7758,Masters Degree,Engineering,Education,Universiti Brunei Darussalam,1,Medium,Arts,0,Technology,92.83,15,B,B,U,A,A,E,A,C,A,E,U,U,,,,,,,,,7,0,5.52,7.97
STU1600,Female,18,International,Belait,5250,Degree,Education,Education,Universiti Brunei Darussalam,0,Medium,None,0,Humanities,99.69,19,D,A,B,U,D,D,C,U,B,C,A,D,A,,E,,A,,,,6,2,3.89,2.56
STU1601,Male,19,International,Belait,9028,Postgraduate,IT,IT,International Graduate Studies College,1,Medium,Debate,1,Technology,89.22,8,D,B,C,U,E,U,C,E,C,D,C,E,,,,C,,,,,5,1,3.09,7.61
STU1602,Male,16,Private,Brunei-Muara,6226,Degree,Education,Health Sciences,Micronet International College,1,Medium,Arts,1,Science,86.56,7,A,D,C,E,C,U,B,U,E,C,E,B,,,,,,,,,6,0,3.48,6.63
STU1603,Male,18,International,Brunei-Muara,2063,Postgraduate,Business,Business,Politeknik Brunei,1,Medium,Arts,0,Humanities,95.59,7,C,D,U,C,A,A,B,C,D,C,D,A,,,,B,,,U,,8,1,3,3.97
STU1604,Female,17,Public,Tutong,4913,Degree,IT,IT,Universiti Brunei Darussalam,1,Medium,None,1,Business,85.62,10,D,C,C,U,C,C,C,D,B,E,B,D,C,,,A,,,D,,7,2,8.29,7.31
STU1605,Male,17,Private,Tutong,3652,Postgraduate,Business,IT,Politeknik Brunei,0,Medium,Arts,1,Business,81.21,6,E,B,E,E,A,B,A,D,U,C,B,C,,B,B,,,,,,7,2,8.79,6.48
STU1606,Female,19,Private,Belait,7383,Diploma,Health Sciences,Health Sciences,Universiti Brunei Darussalam,0,High,Arts,0,Arts,86.62,16,A,U,U,A,E,B,U,D,B,A,B,C,,,,,,B,D,,7,1,7.48,5.35
STU1607,Male,20,International,Brunei-Muara,1386,Degree,Health Sciences,Engineering,International Graduate Studies College,1,Low,None,1,Humanities,99.01,8,C,A,D,A,D,A,D,E,B,D,D,B,,A,,,,,,E,6,1,5.57,4.47
STU1608,Male,20,Public,Brunei-Muara,7437,Postgraduate,Education,IT,Universiti Brunei Darussalam,1,Low,None,0,Business,92.46,13,D,D,U,B,C,U,U,B,A,A,U,D,C,,D,,,,E,,5,1,3.82,6.55
STU1609,Female,16,Private,Belait,8053,Masters Degree,Business,Education,Politeknik Brunei,0,Low,None,0,Technology,90.65,7,E,E,B,E,E,D,U,E,E,C,B,U,,,,,,,,,3,0,2.99,8.64
STU1610,Male,16,Public,Belait,3777,Postgraduate,Business,Health Sciences,Universiti Brunei Darussalam,0,Medium,Sports,0,Technology,93.76,13,C,E,C,A,C,C,B,U,B,A,B,B,E,,,,C,,,,10,1,8.58,7.71
STU1611,Female,20,Private,Belait,5834,Masters Degree,Business,Health Sciences,Politeknik Brunei,1,Low,Debate,1,Arts,99.71,10,A,B,C,A,C,B,B,B,C,E,B,C,,,,,,D,B,U,11,1,6.88,8.05
STU1612,Male,18,International,Belait,8605,Degree,Business,Education,Politeknik Brunei,1,Low,None,0,Science,76.5,19,D,A,B,A,D,E,D,C,B,B,E,A,,,D,D,C,,,,7,1,3.49,7.67
STU1613,Male,18,International,Belait,7848,Postgraduate,Business,Business,Micronet International College,1,High,None,1,Humanities,77.42,18,E,A,E,A,A,A,A,U,D,C,E,D,,,,,,,,,6,0,8.7,8
STU1614,Female,18,International,Temburong,9459,Degree,Health Sciences,IT,Politeknik Brunei,0,Low,Sports,0,Science,75.99,18,A,A,C,B,A,U,A,A,U,C,D,D,,,,,,,,,8,0,6.78,4.78
STU1615,Male,16,Private,Belait,7088,Masters Degree,Business,Education,Universiti Brunei Darussalam,0,Medium,Debate,1,Business,83.73,6,E,U,U,E,A,E,C,E,C,B,B,C,,,,,,,,,6,0,2.4,5.81
STU1616,Male,17,International,Temburong,2415,Diploma,Health Sciences,Business,Politeknik Brunei,0,Medium,None,0,Science,85.63,9,D,E,D,C,A,U,D,E,A,E,A,D,,,,,,,,,4,0,8.37,7.64
STU1617,Male,17,International,Temburong,7970,Postgraduate,Education,IT,Politeknik Brunei,0,Low,Science Fair,1,Humanities,97.63,18,U,D,E,D,A,C,A,U,E,A,C,B,,,,,,,,,6,0,8.29,4.99
STU1618,Male,18,Private,Belait,3983,Postgraduate,Health Sciences,Business,International Graduate Studies College,1,High,Arts,0,Technology,99.21,19,B,D,D,C,E,A,A,U,C,B,D,B,,,,,,,,,7,0,5.71,8.13
STU1619,Male,19,Public,Belait,2487,Degree,Health Sciences,Education,Micronet International College,0,High,Debate,1,Technology,99.64,13,U,U,A,D,D,C,E,C,C,B,B,U,,,,,,,,,6,0,6,6.9
STU1620,Male,18,Public,Tutong,2371,Masters Degree,Health Sciences,Education,Universiti Brunei Darussalam,0,Low,Arts,0,Humanities,94.97,16,B,D,U,U,E,A,C,C,A,C,D,E,,,,,,,,,6,0,2.14,7.74
STU1621,Male,17,Public,Temburong,4909,Masters Degree,Business,Education,Universiti Brunei Darussalam,0,Medium,Science Fair,1,Technology,90.26,15,B,C,C,C,E,C,B,D,U,E,E,A,,,,U,,,,,7,0,5.46,7.75
